"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
302109,20050,664425,467142,826279,209139,669387,23386,112884,262851,692327,182637,54529,803618,5855,450998,247484,360712,838594,539138,569617,619079,380382,373219,175779,37675,837962,986238,899441,973061,851468
75336,383391,604881,624637,985517,521897,617687,929757,868332,673583,579613,226647,539634,463150,760408,552465,669294,118286,890006,159807,671685,979139,332193,72858,826741,962887,237783,742012,763237,6661,172823
713592,558833,47816,276803,445770,808156,80541,306691,549843,438332,338296,315509,443337,253833,756414,553130,520724,259232,331435,159748,620387,957707,571041,661559,830394,329266,355274,607619,925733,365243,805997
80206,267389,665501,121916,706621,916176,44319,486562,28888,141556,418239,680582,15647,180941,588206,98895,820660,332604,405020,533136,761740,664370,481491,322095,178985,589755,525021,752197,360,848063,823680
395768,749653,785742,80722,12080,913333,492735,58811,687816,576062,993096,878922,49938,932868,114448,66925,39617,48095,305989,436702,887677,284508,102781,615221,461869,694339,917200,740345,614977,605390,909631
389652,433903,379542,785862,166975,834498,845937,762360,495404,761363,86841,675305,583931,984783,72559,600964,557209,534830,943565,464131,356238,51350,31349,744017,9772,506717,455178,923232,291760,398785,158526
122949,786765,323650,892718,815072,9184,580892,936893,438989,313705,207903,743784,871265,105751,516356,849522,140102,703893,410516,682000,269046,187593,206544,395481,503466,4127,530755,893087,554232,410850,134985
231438,33273,458621,391570,665831,808325,725714,830679,887029,12472,88371,3253,120205,660186,333374,129676,665204,253805,194840,461360,483700,775734,646611,622274,541903,650881,951511,432491,260159,164862,272454
7299,393231,798340,433597,995192,42261,265578,325245,487852,660440,7788,61255,726410,535683,625004,596130,934733,665917,311544,375968,262091,811464,110865,625260,158762,782497,403377,90576,449342,186128,262098
686069,393313,950132,53639,257439,755610,36804,287674,423976,19680,158620,171567,945847,376929,624615,473027,272105,463551,464406,272180,732665,504480,79482,893913,426092,703729,285954,300920,279698,186210,316697
504479,326253,395657,888815,881916,567614,544056,330521,789385,565905,915441,413595,151681,846269,568602,402012,975768,223764,520247,530577,387189,685111,66081,378250,621291,53006,461644,505383,478648,362248,562984
518111,524098,299681,334241,882587,484637,433521,904295,623969,602336,958939,1580,926379,668752,11275,92128,216683,926137,412434,937,393607,892999,279000,458323,754412,269416,572441,395298,290324,158137,807250
845774,802397,747732,78515,278229,136271,94331,165724,483091,62993,684362,324434,606609,286447,831674,52871,421008,583253,886301,880670,365301,366345,464069,997463,309099,562871,339411,633581,925406,847713,133602
497925,41137,933785,442346,423871,858513,987811,502963,980446,39153,483775,774571,935975,806171,553113,579395,698361,549716,373260,794372,405769,518012,298544,665339,34230,779049,800654,515298,54294,369143,400018
92335,666867,628608,427041,402635,318634,982769,731163,74787,977392,6484,688545,453940,966358,409783,281948,432611,536793,868236,184710,101222,544903,920362,936349,906571,947524,228446,190211,750680,500682,77351
427618,86380,970313,279796,454471,677281,605460,411024,476374,162534,476461,817857,770302,823654,991388,595759,3107,842544,348308,115565,514986,211817,597109,917665,526487,848711,913922,199261,317454,348823,491705
204171,447543,218101,291457,485970,695973,245775,780823,898464,157770,747382,802825,87948,928855,542281,793822,775481,285772,478054,893160,3263,367147,817711,833517,199423,907323,593104,604507,532701,238304,173927
961424,701045,620519,344590,662063,927533,536642,885090,90461,835863,512885,244709,770677,759864,565144,989451,13207,850846,235825,183966,712358,41218,613958,305969,376629,60123,167986,855884,309269,1034,614693
647211,841436,224933,455327,200841,206668,431382,822480,439720,686866,649214,48487,365119,967824,819260,760433,134807,801847,855476,12768,208001,533502,713568,91594,199681,517179,37987,382181,36764,466651,733721
957779,714041,854385,498779,171787,424796,542692,224673,504801,884085,20163,917820,128781,417175,382135,602486,237109,637001,115924,212076,604702,391313,49418,826650,192500,591983,462667,215294,363751,173022,954942
769344,171950,231032,334831,221224,798511,455456,98442,339084,612143,20945,509581,58084,416842,648984,933756,401043,388060,351191,708889,720068,316423,745108,345310,470144,162326,11755,713561,695076,856040,526158
450474,140415,903484,388609,509801,839874,76755,640746,207019,444961,617311,112038,712481,352686,541067,155586,960659,493368,448002,359322,316772,819574,456017,924151,153952,765143,940502,489247,914672,112591,222805
576146,457123,914315,45348,394285,302420,978706,241471,942139,20548,519670,901459,526627,424064,789305,426988,557515,928384,319185,394265,211670,75567,421509,383470,165348,132045,889938,808365,231054,916027,824748
354509,566670,938504,72598,860001,670855,892221,99450,121383,451204,294189,968298,31181,711562,173391,877409,96527,615032,86493,935978,284272,678656,56333,744965,215686,195854,618331,151856,552269,126160,433940
68911,494626,83582,942748,372802,189174,449467,602438,342793,165267,490964,136004,121326,333832,7569,354956,23445,849834,727673,348233,720386,89648,316819,574591,529874,547975,469666,340204,975442,979524,273891
734796,413895,493450,755246,360070,608056,799665,656894,5543,105546,150356,359662,981022,844145,97571,590092,545285,364359,407653,715354,116478,34200,31243,616021,778506,574170,853424,721941,55734,127420,887940
323731,316061,437444,696989,959468,831232,698518,207256,616792,919596,745848,662096,929751,719918,85272,342227,227868,224148,15351,681964,120990,647836,756510,611875,748473,563231,197749,662799,676471,574886,30972
292553,562510,79763,897525,585902,327393,368529,328762,577064,898675,152637,896919,958604,608186,885809,481950,463331,694920,519562,176489,15834,9632,444426,864743,558350,721853,295693,5444,730282,376380,49186
410051,881990,541586,546371,748596,291659,438202,714949,50944,689799,795686,547087,134602,525545,490287,704457,340636,723782,346219,380098,152290,367817,271616,892647,17026,274140,325125,597764,258936,109480,361028
869250,368244,472537,386098,830452,346717,972203,997405,251760,550137,735517,689955,75466,186688,255003,914909,118875,820599,230826,486140,930647,776746,518326,327374,637037,499611,299704,63356,849959,734887,785739
750625,821889,911590,758684,3736,790212,548998,987488,302492,402335,842484,772080,122024,754466,633108,80937,364923,949875,480054,582695,44667,250304,741186,395345,536137,999928,145967,801790,422017,881475,704163
837771,257819,222308,240731,886206,406143,889564,728470,586000,452044,841568,459031,360741,987384,141146,840664,671039,764808,396934,453900,84142,342241,23982,769740,904714,191645,645833,3712,425933,749273,146541
788834,551894,421591,607180,907382,875021,664611,578879,932651,699108,917586,74071,659442,277262,920637,11267,125,833850,751920,162052,442649,906215,239036,953451,323136,143848,46536,169248,32003,180577,980231
35275,891207,277364,69436,831350,295228,907639,904317,295567,323285,852276,481289,34135,7034,795231,454978,529492,762862,243791,106742,224084,884566,902048,131842,131230,651366,287759,427863,291254,83743,755340
485532,947042,851254,82944,431505,907767,295579,80067,189560,489705,39205,303939,172110,719348,224343,818644,365284,208914,785192,583050,318291,438500,184802,389732,528380,686780,639270,837080,21541,899172,382045
968584,287111,819716,83950,21836,299803,934233,406387,585793,285472,578760,893522,637010,244437,69858,748407,876717,15004,310827,536325,150360,157545,191344,944416,613683,893871,508929,960472,977769,202785,468925
738122,712042,542973,870091,814308,599583,508746,7327,693094,808403,767588,168839,639648,110365,238293,561257,781306,826162,48347,87943,156290,156934,111525,356634,671929,442868,133716,438847,718897,358058,918918
310567,588553,37258,316424,398135,55560,393501,861888,849171,412216,827315,856359,232448,36418,120114,623154,366043,430075,676714,718666,861806,575348,287687,792717,163039,943356,855070,233272,836377,167500,636963
147536,996653,113026,613933,118140,33420,138526,471901,618177,758541,329428,221736,444528,999609,248873,410556,937448,905224,608357,455985,190044,280949,726368,632646,928710,734802,70642,124558,483429,80387,115690
742603,346819,650530,565106,665299,838953,357749,197411,162445,678950,130966,435352,965886,688665,205907,372289,991033,982306,176289,442883,666133,873467,569020,630632,567592,690475,336269,231803,700877,127210,945112
367058,449202,592413,388624,211953,401882,152026,282269,825801,678446,433672,336595,486620,506460,208492,279439,64324,491341,32123,177683,307312,266613,991584,147650,942467,171377,886758,440091,306770,409245,213914
117936,139940,112580,432010,826779,22264,872332,193261,812636,87631,509846,835729,879408,630256,542487,399938,618627,221786,168996,606808,968055,601220,988647,396119,649679,746404,809553,858440,964219,221784,545904
231339,389005,358360,754462,599264,337075,272868,341042,592546,325877,451504,69437,102405,943563,774911,843361,166736,299148,160281,261848,601023,528566,745669,75800,899783,97422,242052,855707,432519,72713,775283
509023,604399,290031,609148,189429,977012,229099,560667,529890,517924,986514,23194,18374,364681,696674,979154,906590,515975,749187,336687,566834,33121,317553,516714,563802,649299,241768,431447,577517,201182,721572
399998,973326,252397,309043,440127,359251,929885,166822,765517,21182,274820,319274,57863,489300,415886,927160,496702,782562,381071,748130,585025,30288,147479,741182,277394,669203,345322,118304,814342,568047,358473
590032,917803,940973,962533,349774,518654,231341,589305,993367,767947,887928,976755,472989,104829,375694,796428,34222,998560,823557,649477,823415,393966,207845,200000,598073,366779,289194,766171,911008,261461,588347
661426,946411,34054,554769,392615,519763,234070,104604,274138,641547,882683,503020,958920,47363,51844,997587,383664,151397,103123,638364,822447,200652,479554,892654,636293,809165,346981,561774,235488,191227,852195
583318,113553,917520,830293,840833,35982,536326,70988,676229,844737,401047,561237,284047,533516,17434,960004,518483,4279,603624,516646,43869,782728,307660,685544,588819,502279,784353,113251,31620,987732,408190
506718,899832,426960,248245,423414,515819,904811,25106,72811,97348,563408,948305,944303,3863,80343,842532,638291,795184,823232,747933,303663,141526,566879,16252,743006,105308,862813,334958,532011,834192,389908
324217,621933,363610,849949,564425,710830,213535,420597,49290,223562,596303,396664,388784,998591,653953,225649,822215,459380,100619,369126,111234,143291,184530,759759,215045,384045,74826,901204,95942,976868,98781
663882,328244,465372,899793,110000,747998,168378,854803,951727,727607,658397,25764,299737,290411,771504,996314,490177,408067,553479,701325,283153,630458,284148,188833,436983,25051,258180,418728,367110,355807,851845
908137,891089,186430,831030,749241,928016,497388,919385,816594,230812,258308,877708,137641,82297,518588,719894,988056,79655,952658,983486,543859,321795,775112,771105,132238,361146,709412,222623,170418,230433,794986
694862,249168,842837,976719,872891,39425,378411,293059,317714,117585,704722,244838,302468,551376,397352,809439,781234,967165,888329,845800,492558,410736,848150,459179,466614,746365,324996,410745,156737,157304,451863
710296,201796,285535,451791,532176,77296,409548,193797,692783,21273,279788,324481,668757,35774,243756,797623,380260,121765,277660,826165,40292,637432,658088,955475,483044,535023,837530,475592,801723,225304,871034
458989,85165,771302,538084,280520,763000,924835,253240,912408,526678,274050,361827,641456,929215,607901,265457,975775,367056,155650,13598,614615,153339,777989,906383,4242,28522,137704,821568,598183,628054,420940
806855,650123,302225,17180,500108,702891,552126,528493,92595,141277,108037,18640,194718,696749,478888,626102,254037,774979,796788,642414,95198,570881,58085,715083,221173,369886,989037,361622,615510,531228,139960
39498,715349,904769,733525,245059,738310,861894,450637,611129,962004,578052,464145,21142,380379,463989,42860,318367,1668,527341,363645,553776,551945,194350,783362,744915,363581,776448,685896,178595,880548,483941
360411,894441,135967,347894,613913,616241,158625,170496,334295,288346,640352,922872,709741,909482,380693,276053,797642,689167,875800,258489,303081,74917,481902,483140,673152,288813,851039,620470,523961,173650,636642
306205,179609,662061,941945,419875,287474,857538,133266,385550,887844,812039,943276,708169,775735,439861,445203,214206,203681,781410,673935,326007,631848,718327,128540,846409,510318,974712,275510,436478,38076,948213
542493,902891,448981,19855,653311,950579,709882,828403,591756,493666,989256,155661,146647,464133,431346,875166,890782,294109,405602,323101,212169,489863,91374,519485,696888,957241,972232,997320,287599,150099,64712
991818,11270,641831,124013,350038,848620,372132,557943,406975,129360,205293,736743,498503,650144,603609,317022,642354,470882,784459,434377,750794,253352,146993,22674,470355,697510,429875,379120,466655,891125,706840
78171,135055,34549,945278,998240,688869,438393,243036,446880,272356,616939,736628,344609,885516,847010,531544,168876,976898,598994,578077,452090,829444,617677,963403,413611,713054,801099,564898,541103,885691,571424
712092,842810,342706,672615,537625,590521,975095,635422,812306,955667,604107,764884,508621,704244,308137,895465,196412,955907,23409,119457,928590,640859,741214,41883,232165,996129,753699,191882,137915,283022,652039
980534,128560,678851,259260,410957,889937,17290,591926,823676,733210,177168,845975,227360,552144,676728,324355,115133,934884,64036,944670,167856,901049,217784,288539,353221,244631,604493,936249,986979,625847,637989
632433,949838,447028,335755,581177,223328,849841,347569,820902,311271,967890,725655,129305,122101,373905,230260,86557,644171,8615,721026,963693,202224,243011,524512,643004,53977,349026,197832,426586,393370,264935
280122,40277,772167,487802,180833,545518,165899,400363,373231,61563,221469,665233,179844,556574,990533,318131,648946,900747,784844,704889,906397,98353,81609,786401,701066,424944,375642,373318,437956,853614,905339
315045,579705,370248,878198,906732,636009,579777,498195,412867,160472,704341,345338,522756,770814,467645,779101,9311,832417,650489,888940,286068,103738,319888,949434,480950,54508,535758,707821,11664,900948,225771
715322,106370,822549,936362,901220,649227,162598,295991,239294,827426,939654,987097,360661,295071,841523,141595,55845,634392,820945,535402,336465,195269,894918,613725,350327,865898,610108,609408,808574,65065,814946
246811,421880,884066,15063,71033,910882,179386,109434,133411,80203,596890,2883,833225,587123,828058,687911,253780,349528,382462,808706,389928,22572,74553,571758,188092,785491,337644,232127,174105,957641,108017
89374,524526,474066,410677,203041,491838,252700,212288,802777,123781,883119,193408,750073,864632,910792,950311,361342,48987,623100,142079,774395,936057,511224,908648,620915,268029,725601,42257,66077,447469,871090
193482,618081,611177,603806,584473,125576,405622,40958,40396,926472,797211,735817,66981,769695,695400,940534,474378,111574,394945,740317,595127,936273,41237,69537,453377,894719,443802,718484,545760,213788,13464
212351,222607,461267,94668,914712,804959,403390,238020,971630,275869,678792,124258,271983,240595,41556,227630,716751,177690,486726,540450,330913,233914,892985,504374,215145,457459,671252,122575,479206,251492,750411
453849,90231,249829,386136,532872,882618,12836,148223,279314,488846,201464,536861,434407,146814,858120,322833,848407,324375,680096,83916,789275,223924,828147,361961,233359,408398,384968,31166,16129,757911,234670
509248,816919,13235,958545,244307,473437,714607,754274,699514,352187,710371,909814,151117,419487,951154,103251,686560,18605,410719,209742,288404,568833,811413,588993,260818,398736,211837,550527,709684,213123,215196
378238,781285,115857,794043,595132,566978,290359,274724,817762,733380,193979,449021,35918,18332,91546,236608,894243,15398,124622,334306,676224,85334,924733,247985,774985,342568,828480,33846,819673,165437,28328
524593,472031,358425,265693,507140,266202,186142,346475,407493,812357,613319,611937,440885,307360,555527,645258,6921,764930,311093,200040,344019,451984,996713,344199,811164,87825,830994,164206,681614,172632,345071
586841,418427,494553,497425,929024,647738,869403,841685,22487,106659,160326,492585,362696,860583,275482,827415,147992,939950,509139,646025,224359,421044,670607,353085,467341,257221,682287,215038,172053,953784,49488
335650,497099,29921,658379,806156,979617,770322,797733,907936,166308,809974,399415,535462,273699,546486,214386,396083,682596,357344,469396,794569,202050,994827,237829,135631,493549,702915,793183,369260,225640,81216
630204,872138,881407,905015,626852,240148,762570,526672,416002,424218,712486,907350,16992,501917,988051,525949,339626,216508,673734,849858,978324,136503,200909,61665,988855,280277,906937,529375,376422,658283,153970
927542,187171,725811,491545,799971,282170,394026,455356,801098,179501,394112,836991,729480,224437,348843,471879,304695,615437,548333,34241,780034,425414,477823,604464,151813,262382,660294,32861,480833,936367,578236
833038,554281,531352,213763,742511,428668,347523,609154,351489,634708,138050,18556,23658,542575,756623,638400,977719,709166,320925,934847,786680,930484,933150,251928,292596,440189,327457,79005,609954,995218,414312
288406,869816,431349,214811,267922,819523,954507,123955,496621,993763,418013,21346,427982,929411,145602,443895,721890,555677,929107,786682,13410,935110,61003,493611,833806,982921,59074,240980,288928,600175,933313
144601,233986,850958,557070,159649,262367,315808,67678,34943,168755,4194,923664,532090,899545,208838,660996,375359,53440,317775,16676,908873,606505,931286,321449,50640,581079,548463,833701,952515,287718,38302
484022,863389,309412,141812,934546,157707,413860,951835,366516,709207,535887,236170,680902,260015,620905,907333,77077,357876,699240,904923,114912,178538,615432,131278,122969,524397,888229,278089,806206,276456,656717
250843,326246,165283,789145,773716,555408,564361,61281,260009,986578,659878,143379,613641,439278,137556,581472,328111,55142,349646,45168,603913,430219,754563,915164,516281,749882,916014,563193,878425,463309,191626
958154,960766,817565,88885,507972,406739,728316,286378,705239,600835,392556,898164,718914,936126,886845,228199,513915,233706,427931,525469,427675,978287,715778,162845,13975,670564,824668,186943,847069,338514,625567
84764,602007,391251,728873,426910,124797,123384,491991,883670,881184,373899,181964,544440,651348,35727,442876,102103,131650,854559,691062,707124,302760,101656,24799,299699,59832,489214,870659,593231,35898,388680
145741,734165,316049,223898,809510,414089,530270,283348,582558,553486,121652,137828,848873,38667,880780,105495,353308,112240,575064,776273,609814,869480,275220,509593,204282,521785,735683,151610,48040,169984,272471
650292,53116,272451,892383,448215,927899,579553,156326,25343,541137,409089,812465,666019,735146,652520,963160,844118,597776,94684,198298,418304,220793,31071,180291,990316,456747,34253,269608,437639,156110,180100
348098,250361,387807,750598,850576,510898,186868,885600,675925,568198,917216,272469,669579,229656,128966,933960,129997,940275,939887,885521,109190,299476,352616,409654,189739,479941,328585,123640,443807,445935,853515
423230,683639,198145,43391,921816,945555,771249,542886,285188,785427,965707,426609,473049,440927,444210,983996,964730,869867,437708,443341,981156,407667,337586,97118,274423,344816,881365,320868,179919,999678,720164
785957,594373,200154,427825,114660,821891,354115,667903,623522,292552,355034,233651,643764,517684,726817,963552,300033,236861,945888,966216,944073,341127,544966,729194,506374,436975,703125,969040,196794,377136,474605
88828,109915,698470,277817,91296,352297,613237,246598,185783,817880,620583,705715,263024,120169,77548,308749,816717,246027,767994,290663,855906,686900,122482,479260,354419,63078,893695,887331,519593,266172,19595
418324,821618,223854,421484,397586,775272,403566,134354,819293,793057,217333,298693,372123,423203,585619,58549,606013,999625,819186,184593,262032,942226,275467,640663,666268,449161,582295,121693,780081,702808,788696
474691,451717,611258,435245,478529,721518,929742,623991,606094,182563,491533,242898,945979,191163,975277,179476,889218,784563,344797,64797,428220,872512,370138,722975,113007,428784,773026,399264,287881,61415,3514
844360,989595,206892,274676,57661,489109,161059,494295,997656,739548,625966,12926,540185,208668,237577,489337,221036,80721,875783,430078,682087,510405,784102,841380,972420,940043,491933,211049,770829,74199,844614
601380,988404,303887,983529,834030,420587,859793,812669,553236,258744,216769,396391,437573,452960,937085,799481,467979,20457,56709,573959,241819,890160,198011,664471,898572,503453,781563,588862,113912,190002,158334
157283,160948,32448,960838,139856,87626,5784,909102,328458,808522,703798,410318,119866,116040,539366,810446,581073,531523,581828,963840,782829,291624,768618,304700,607978,466289,242788,962683,592143,839690,134212
847,408709,544055,961666,394739,374232,164729,54273,90392,721697,527259,992459,481404,338368,264766,44556,202912,469590,660120,231594,802738,525553,990729,976725,708469,769756,208235,968713,746072,618189,556523
632027,689407,32968,555571,518591,468497,376471,332503,785390,677535,596139,38094,815227,130052,584802,937198,46833,689029,470581,489159,693194,152104,7869,241715,444895,731455,64564,476868,436498,180422,81851
335166,698720,22574,197063,564356,544808,633917,980465,981929,139045,149685,378077,142483,296711,678360,746960,889833,331162,980958,308548,608790,527479,175643,564221,463928,547326,580793,346451,906808,55468,981293
483897,499818,703854,805202,366917,914821,874193,478943,140684,373586,928136,593853,788104,336175,927764,967982,426857,304614,824436,798550,55172,972165,876340,562090,998427,342108,740848,720461,46881,153872,245543
714272,642287,395254,600432,77403,7424,850337,244170,464488,232953,731722,334473,278721,334408,785072,189091,140706,512576,890094,313410,351248,32411,559613,185727,182940,777652,550020,112107,109126,952771,32420
772765,566190,731157,956534,610400,391024,812568,317533,400313,510737,83281,27023,892019,179190,284058,542094,247290,105394,126773,762005,863204,466976,331640,628690,145200,550101,530321,302950,603006,169707,464549
235798,524927,866879,965221,810539,600363,887964,680705,878121,14455,278131,9505,230099,920651,293622,858632,793617,858745,415523,322576,67181,640716,365723,76154,311346,853687,115053,465995,56891,538014,365338
816324,543470,917558,167844,373840,370730,288746,85122,537550,480069,579023,534188,753372,739785,994432,347840,602481,85095,266009,938549,126273,12632,414057,71840,116794,829879,231721,584889,774568,216983,756812
720487,961650,811390,85611,849468,187453,683530,797967,865657,387370,998402,447345,831715,565852,59595,379442,176338,317970,485933,450533,911533,680806,352882,161910,735518,319193,210769,676231,609646,672843,908084
409387,407286,69524,668629,610235,517475,540835,24593,870963,20875,785020,960848,723669,142260,494926,885657,360461,290334,490669,71220,618373,687124,538379,454031,8260,446325,890304,373600,464383,385052,200704
329553,917718,692228,464003,961216,869082,486061,509217,662396,965259,997610,316269,815238,358063,440589,904730,918343,690853,840045,670770,515311,392519,817453,56592,80888,649598,550230,88546,165210,394441,777265
177805,369329,977737,612450,328135,549695,37064,194361,795726,996694,974511,73723,611672,575548,717134,912586,893840,781815,737734,285224,135847,334057,565319,715068,662593,186776,401805,915812,154724,81495,947671
207352,591795,811808,116704,185143,613348,146996,765593,889115,776870,98181,991742,474554,96094,895284,703921,645110,726789,681105,936624,116031,745651,382642,153082,57649,148978,96270,572332,200289,813851,981882
682677,157659,19618,415866,21032,635696,983319,237726,898850,741019,190020,494988,585368,20807,308665,827552,596276,871345,820391,335480,658577,263225,436860,206908,863161,760168,64778,115062,152231,477008,35135
464252,962575,499838,238796,103215,778354,358775,413158,481235,819686,152926,43840,221861,195745,449525,206178,176363,887039,215575,902002,168407,791809,5836,191541,254683,870119,226668,943933,335636,391197,130663
909579,203271,582435,37465,668935,514706,321569,349243,198437,636771,440313,716365,669831,992903,264207,773295,617088,426312,404862,212308,43889,48447,708931,165102,727296,160241,320617,134336,211883,900067,251317
329763,258439,740336,47415,728911,119560,178323,37435,785912,484464,261656,42197,978998,565635,220439,248430,832915,512853,938157,911016,513719,614178,15522,279965,70466,717162,346469,394239,805125,360630,978049
251353,615270,144216,249684,66986,618804,806679,900829,806548,525149,153395,727974,598269,836036,429644,856319,901399,217940,313372,33404,396817,677778,971142,515790,394979,933159,207597,466198,487179,401914,397182
249914,480858,766424,501435,795422,242826,941300,713625,979695,982255,346866,957483,270041,100546,759925,363563,225350,934516,770997,128428,236093,306411,178253,923941,769888,802934,140760,527631,937727,18093,876224
225510,735232,213962,305738,847389,195752,269723,244924,991005,376069,33335,543883,659879,175055,378608,792993,425158,219243,375412,295192,166435,958269,983789,121133,619919,889659,490174,663600,232039,541456,392672
35863,406799,601547,613718,939329,255503,705060,804879,797916,970781,363638,579713,904823,113002,556018,144137,542162,60552,671192,316095,877182,878245,125478,588015,276165,278789,536838,506072,353733,870012,196141
529951,725706,981769,559075,334700,848965,623729,915699,767211,182751,391620,398034,258583,907090,183949,302266,643470,615690,969808,309893,928739,138154,16384,43647,772726,208212,392817,384698,673672,101155,783269
102902,217745,202439,17380,260375,468542,742296,320122,970942,624827,599544,807115,192503,324330,807944,773267,529566,8126,370428,603150,768543,46406,107148,782957,366573,2370,216779,629121,378045,702405,600465
989847,522449,994821,103659,371161,853921,356778,645120,357172,438782,844705,693686,191749,620596,881356,772783,514129,524645,308310,428800,521033,628800,191582,150474,39233,974679,450298,696691,478451,1131,14373
554480,589110,49287,190862,205458,110438,569076,651531,281369,683731,539797,28669,914547,912574,137796,882940,154384,956388,680962,290692,432492,961232,132999,353773,967725,690785,36827,71959,573539,751874,995689
517997,811216,337991,116449,559865,368052,589011,732621,316828,785617,124378,939789,972381,491275,224639,161545,136591,789093,356537,43803,830461,610312,492236,125711,752247,766182,646381,504121,814239,245954,460831
593695,753736,692431,845145,698349,800110,17350,904692,955489,937023,45532,604562,212159,198930,704178,753053,62576,288762,837552,711480,444450,116341,123515,634905,588672,462648,782132,637911,656107,770033,122507
411333,529328,362003,937530,864228,873030,46968,655072,918425,552705,386621,46346,286449,83050,332255,116226,523584,308886,232416,884469,499089,482943,747381,747374,455744,458892,954226,124399,494440,693182,87637
513167,554670,335604,456978,407801,185526,138168,421189,520505,807468,626281,887158,956850,936486,948651,763092,19287,764497,795432,918391,39144,387268,361894,448097,680798,506929,685092,685836,788190,159893,430147
417476,725029,399598,705010,985718,675307,530827,786100,863834,787954,573456,112893,909805,757102,306106,19445,263656,431966,645303,507781,269214,242735,360659,495168,539903,394545,376321,276878,793446,323212,489472
777042,280956,309944,900735,121118,378690,508703,206525,592063,24615,458800,294669,853837,726538,755831,229963,941035,964786,264931,631723,889464,749789,970978,811052,18215,732582,946694,71303,274297,4228,69799
996787,378832,333369,336250,88516,704953,664354,424186,544179,249580,518818,94472,693292,107133,424240,276825,543656,213106,491036,813569,985334,144094,684177,132960,830570,980996,725937,355215,342455,386852,176689
791696,2474,80933,784371,373155,562911,419844,930633,753925,27215,409026,454294,930563,884370,522125,696378,545915,200521,183895,873558,352535,752964,58814,669175,639410,889887,171414,911961,755433,537487,271144
743235,719257,514183,296642,557060,244578,794937,366897,965778,416856,302216,85181,421400,797595,749312,208063,509094,897363,577551,359129,101209,293357,626799,65144,929945,875307,552037,242508,795398,570218,752449
555995,948630,252664,736001,276121,51609,518615,205692,408192,74644,944043,167725,745882,239430,238130,738260,290793,512900,844880,777136,690032,450000,195937,597735,471536,524371,436389,901328,904247,508121,973422
841811,39831,880272,910067,754679,624894,207900,698898,189609,875907,126243,278949,644726,875109,504986,314555,666684,810883,729368,755847,214874,224592,4916,548583,934941,206991,933870,842643,477497,964583,328043
879538,726355,870795,969547,892901,768651,847519,682911,9498,260617,932984,984474,378609,685276,409658,418350,148864,874834,780501,434380,70679,890941,474971,821278,274838,33883,209363,425575,876738,335546,697685
623590,827132,353542,650708,924276,251783,511676,527517,566602,605419,554574,485767,114028,365810,144745,567401,390974,147231,37476,265253,202417,908165,811888,258409,398668,715416,457847,559446,804274,240791,852873
266387,123049,363039,3849,425359,850719,150451,665665,848130,973635,464999,621247,186166,22836,807287,348429,631313,485803,875905,55671,293820,867861,334311,201023,106010,394776,215274,577032,233544,653621,153856
888418,725460,564520,18616,845343,816064,101654,630660,427868,858946,716613,546450,896133,918430,964182,734418,85536,841121,466282,139811,263174,673,617352,521085,688107,235348,100107,67748,830731,289786,276369
849683,735988,863751,268462,927106,441119,599891,816218,915846,535384,355584,326223,31016,955258,68116,718094,984367,716998,212311,178486,738242,737409,339715,932066,150460,68815,726920,170513,874279,252604,328925
785973,29199,26269,731446,603797,726490,185576,562854,564166,339747,320517,143750,591425,760407,362726,920206,629784,443851,138951,811747,11599,158747,616149,864650,442513,509573,148446,707130,92073,755370,404572
929746,403425,420377,76202,173701,847847,182736,155020,582476,772156,469244,426958,572264,147614,888765,131095,967653,57720,213030,658471,809773,596193,529763,414194,877477,69866,898729,505405,499784,898108,976239
119433,426681,759617,437854,631983,786276,893383,880100,74201,496465,756886,837736,346594,670205,750125,134400,201409,422596,927368,165312,498787,407860,1483,529589,938062,670908,922623,727672,27383,673997,809890
595092,767585,749308,540655,171219,155991,687554,104264,912903,128283,436553,85135,129937,612804,868984,203273,251361,160289,531138,481392,490990,121530,974581,584215,696400,636444,773059,252164,2396,649589,591955
554129,747624,586664,140454,399787,737849,42203,232124,162972,471992,56418,262080,120629,553385,7107,945485,789748,652721,337147,834027,288107,145834,539046,872390,358376,736157,335663,80877,616633,176610,759024
586589,588878,103272,221200,638407,893906,410181,529150,857281,997759,448570,305546,814640,817957,864458,546630,317474,83934,247401,554366,495531,279899,15978,19741,850553,722105,563429,944412,801082,285566,465402
113496,527881,245198,754146,886914,421832,903315,921444,49473,362113,334758,100255,410637,941994,797474,574929,196341,185080,161888,311720,363859,232174,831313,740291,473979,312907,890982,883724,239892,788487,833156
974365,957722,974795,191353,103881,817698,993314,721659,829452,788385,617782,736865,333601,679102,518858,929958,663978,593391,512429,38623,959659,167634,277476,157178,559503,334280,421684,444172,417546,864942,149306
647091,782402,919753,188118,295166,467012,700679,278807,971329,514033,68761,640356,160110,65103,279475,126225,426730,973731,437086,998793,434560,774907,993422,334694,169076,105569,116675,427095,413474,815691,850865
998969,172028,589259,652434,801607,692555,409907,38102,963637,182038,983606,606232,593575,533569,456448,569940,143789,523830,403102,423475,198202,738586,612479,484513,319128,448730,830273,549100,875479,731932,617504
